source_dir,shape,method,runtime
l1_89_cumsum,M32_N100,Reference (PyTorch/ACL),0.005242
l1_89_cumsum,M32_N256,Reference (PyTorch/ACL),0.008669
l1_89_cumsum,M32_N512,Reference (PyTorch/ACL),0.010939
l1_89_cumsum,M128_N512,Reference (PyTorch/ACL),0.017406
l1_89_cumsum,M32_N64,Baseline Triton1,0.094497
l1_89_cumsum,M32_N128,Baseline Triton1,0.099071
l1_89_cumsum,M32_N100,Baseline Triton1,0.097264
l1_89_cumsum,M32_N256,Baseline Triton1,0.107142
l1_89_cumsum,M32_N512,Baseline Triton1,0.200155
l1_89_cumsum,M128_N512,Baseline Triton1,0.543026
l1_89_cumsum,M32_N64,Baseline Triton2,0.032598
l1_89_cumsum,M32_N128,Baseline Triton2,0.063467
l1_89_cumsum,M32_N100,Baseline Triton2,0.056545
l1_89_cumsum,M32_N256,Baseline Triton2,0.134613
l1_89_cumsum,M32_N512,Baseline Triton2,0.364902
l1_89_cumsum,M128_N512,Baseline Triton2,0.36104
l1_89_cumsum,M32_N64,Optimized Triton,0.009292
l1_89_cumsum,M32_N128,Optimized Triton,0.010371
l1_89_cumsum,M32_N100,Optimized Triton,0.010735
l1_89_cumsum,M32_N256,Optimized Triton,0.01237
l1_89_cumsum,M32_N512,Optimized Triton,0.020912
l1_89_cumsum,M128_N512,Optimized Triton,0.036083
l1_8_Matmul_with_irregular_shapes_,benchmark,Reference (PyTorch/ACL),0.902723
l1_8_Matmul_with_irregular_shapes_,M257_K113_N509,Reference (PyTorch/ACL),0.004229
l1_8_Matmul_with_irregular_shapes_,M511_K257_N769,Reference (PyTorch/ACL),0.006886
l1_8_Matmul_with_irregular_shapes_,M777_K37_N913,Reference (PyTorch/ACL),0.005844
l1_8_Matmul_with_irregular_shapes_,M1025_K513_N1537,Reference (PyTorch/ACL),0.017971
l1_8_Matmul_with_irregular_shapes_,M2049_K997_N3073,Reference (PyTorch/ACL),0.061995
l1_8_Matmul_with_irregular_shapes_,M128_K2949_N127,Reference (PyTorch/ACL),0.011129
l1_8_Matmul_with_irregular_shapes_,M4097_K1021_N4099,Reference (PyTorch/ACL),0.135403
l1_8_Matmul_with_irregular_shapes_,benchmark,Baseline Triton1,5.579384
l1_8_Matmul_with_irregular_shapes_,M257_K113_N509,Baseline Triton1,0.006545
l1_8_Matmul_with_irregular_shapes_,M511_K257_N769,Baseline Triton1,0.013812
l1_8_Matmul_with_irregular_shapes_,M777_K37_N913,Baseline Triton1,0.010978
l1_8_Matmul_with_irregular_shapes_,M1025_K513_N1537,Baseline Triton1,0.056134
l1_8_Matmul_with_irregular_shapes_,M2049_K997_N3073,Baseline Triton1,0.293336
l1_8_Matmul_with_irregular_shapes_,M128_K2949_N127,Baseline Triton1,0.1057
l1_8_Matmul_with_irregular_shapes_,M4097_K1021_N4099,Baseline Triton1,0.772936
l1_8_Matmul_with_irregular_shapes_,benchmark,Baseline Triton2,1.671334
l1_8_Matmul_with_irregular_shapes_,M257_K113_N509,Baseline Triton2,0.004925
l1_8_Matmul_with_irregular_shapes_,M511_K257_N769,Baseline Triton2,0.008491
l1_8_Matmul_with_irregular_shapes_,M777_K37_N913,Baseline Triton2,0.008018
l1_8_Matmul_with_irregular_shapes_,M1025_K513_N1537,Baseline Triton2,0.026893
l1_8_Matmul_with_irregular_shapes_,M2049_K997_N3073,Baseline Triton2,0.113509
l1_8_Matmul_with_irregular_shapes_,M128_K2949_N127,Baseline Triton2,0.032936
l1_8_Matmul_with_irregular_shapes_,M4097_K1021_N4099,Baseline Triton2,0.270631
l1_8_Matmul_with_irregular_shapes_,benchmark,Optimized Triton,6.009621
l1_8_Matmul_with_irregular_shapes_,M257_K113_N509,Optimized Triton,0.006836
l1_8_Matmul_with_irregular_shapes_,M511_K257_N769,Optimized Triton,0.018921
l1_8_Matmul_with_irregular_shapes_,M777_K37_N913,Optimized Triton,0.027374
l1_8_Matmul_with_irregular_shapes_,M1025_K513_N1537,Optimized Triton,0.083397
l1_8_Matmul_with_irregular_shapes_,M2049_K997_N3073,Optimized Triton,0.393144
l1_8_Matmul_with_irregular_shapes_,M128_K2949_N127,Optimized Triton,0.023756
l1_8_Matmul_with_irregular_shapes_,M4097_K1021_N4099,Optimized Triton,1.004144
l1_90_cumprod,small_2d,Reference (PyTorch/ACL),0.396398
l1_90_cumprod,medium_2d,Reference (PyTorch/ACL),10.432208
l1_90_cumprod,required_32768x32768,Reference (PyTorch/ACL),13791.446289
l1_90_cumprod,small_2d,Baseline Triton1,0.119739
l1_90_cumprod,medium_2d,Baseline Triton1,2.955858
l1_90_cumprod,required_32768x32768,Baseline Triton1,2917.264648
l1_90_cumprod,small_2d,Baseline Triton2,0.026973
l1_90_cumprod,medium_2d,Baseline Triton2,0.314797
l1_90_cumprod,required_32768x32768,Baseline Triton2,299.259674
l1_90_cumprod,small_2d,Optimized Triton,0.027556
l1_90_cumprod,medium_2d,Optimized Triton,0.322383
l1_90_cumprod,required_32768x32768,Optimized Triton,306.718933
l1_91_cumsum_reverse,tiny,Reference (PyTorch/ACL),0.007558
l1_91_cumsum_reverse,mask_odd,Reference (PyTorch/ACL),0.015563
l1_91_cumsum_reverse,medium,Reference (PyTorch/ACL),0.14264
l1_91_cumsum_reverse,target,Reference (PyTorch/ACL),127.577202
l1_91_cumsum_reverse,tiny,Baseline Triton1,0.028085
l1_91_cumsum_reverse,mask_odd,Baseline Triton1,0.188891
l1_91_cumsum_reverse,medium,Baseline Triton1,2.160154
l1_91_cumsum_reverse,target,Baseline Triton1,3377.401123
l1_91_cumsum_reverse,tiny,Baseline Triton2,inf
l1_91_cumsum_reverse,mask_odd,Baseline Triton2,inf
l1_91_cumsum_reverse,medium,Baseline Triton2,inf
l1_91_cumsum_reverse,target,Baseline Triton2,283.104736
l1_91_cumsum_reverse,tiny,Optimized Triton,0.007549
l1_91_cumsum_reverse,mask_odd,Optimized Triton,0.015555
l1_91_cumsum_reverse,medium,Optimized Triton,0.142689
l1_91_cumsum_reverse,target,Optimized Triton,127.609329
l1_92_cumsum_exclusive,tiny,Reference (PyTorch/ACL),0.011005
l1_92_cumsum_exclusive,odd,Reference (PyTorch/ACL),0.018294
l1_92_cumsum_exclusive,medium,Reference (PyTorch/ACL),0.394101
l1_92_cumsum_exclusive,target,Reference (PyTorch/ACL),108.010254
l1_92_cumsum_exclusive,tiny,Baseline Triton1,0.031263
l1_92_cumsum_exclusive,odd,Baseline Triton1,0.619441
l1_92_cumsum_exclusive,medium,Baseline Triton1,inf
l1_92_cumsum_exclusive,target,Baseline Triton1,inf
l1_92_cumsum_exclusive,tiny,Baseline Triton2,0.031164
l1_92_cumsum_exclusive,odd,Baseline Triton2,0.062543
l1_92_cumsum_exclusive,medium,Baseline Triton2,inf
l1_92_cumsum_exclusive,target,Baseline Triton2,inf
l1_92_cumsum_exclusive,tiny,Optimized Triton,0.011003
l1_92_cumsum_exclusive,odd,Optimized Triton,0.018301
l1_92_cumsum_exclusive,medium,Optimized Triton,0.394098
l1_92_cumsum_exclusive,target,Optimized Triton,108.011284
l1_93_masked_cumsum,tiny,Reference (PyTorch/ACL),0.006931
l1_93_masked_cumsum,odd,Reference (PyTorch/ACL),0.013678
l1_93_masked_cumsum,medium,Reference (PyTorch/ACL),0.075709
l1_93_masked_cumsum,target,Reference (PyTorch/ACL),115.056801
l1_93_masked_cumsum,tiny,Baseline Triton1,0.005585
l1_93_masked_cumsum,odd,Baseline Triton1,0.012685
l1_93_masked_cumsum,medium,Baseline Triton1,0.16745
l1_93_masked_cumsum,target,Baseline Triton1,inf
l1_93_masked_cumsum,tiny,Baseline Triton2,0.005607
l1_93_masked_cumsum,odd,Baseline Triton2,0.012888
l1_93_masked_cumsum,medium,Baseline Triton2,0.163523
l1_93_masked_cumsum,target,Baseline Triton2,inf
l1_93_masked_cumsum,tiny,Optimized Triton,0.006866
l1_93_masked_cumsum,odd,Optimized Triton,0.013482
l1_93_masked_cumsum,medium,Optimized Triton,0.075301
l1_93_masked_cumsum,target,Optimized Triton,115.063812
l1_94_MSELoss,small_single,Reference (PyTorch/ACL),0.009826
l1_94_MSELoss,direct_1m,Reference (PyTorch/ACL),0.007455
l1_94_MSELoss,persistent_1g,Reference (PyTorch/ACL),5.277135
l1_94_MSELoss,small_single,Baseline Triton1,0.03723
l1_94_MSELoss,direct_1m,Baseline Triton1,0.034378
l1_94_MSELoss,persistent_1g,Baseline Triton1,inf
l1_94_MSELoss,small_single,Baseline Triton2,0.037604
l1_94_MSELoss,direct_1m,Baseline Triton2,0.035619
l1_94_MSELoss,persistent_1g,Baseline Triton2,5.439062
l1_94_MSELoss,small_single,Optimized Triton,0.012038
l1_94_MSELoss,direct_1m,Optimized Triton,0.011723
l1_94_MSELoss,persistent_1g,Optimized Triton,5.284158
l1_95_CrossEntropyLoss,M256-N256,Reference (PyTorch/ACL),0.01044
l1_95_CrossEntropyLoss,M512-N512,Reference (PyTorch/ACL),0.010843
l1_95_CrossEntropyLoss,M512-N1024,Reference (PyTorch/ACL),0.01322
l1_95_CrossEntropyLoss,M1024-N2048,Reference (PyTorch/ACL),0.023967
l1_95_CrossEntropyLoss,M1024-N4096,Reference (PyTorch/ACL),0.041213
l1_95_CrossEntropyLoss,M4000-N4000,Reference (PyTorch/ACL),0.141597
l1_95_CrossEntropyLoss,M4000-N4000,Reference (PyTorch/ACL),0.141614
l1_95_CrossEntropyLoss,M2**14-N2**14,Reference (PyTorch/ACL),1.556188
l1_95_CrossEntropyLoss,M256-N256,Baseline Triton1,0.049619
l1_95_CrossEntropyLoss,M512-N512,Baseline Triton1,0.047591
l1_95_CrossEntropyLoss,M512-N1024,Baseline Triton1,0.051136
l1_95_CrossEntropyLoss,M1024-N2048,Baseline Triton1,0.061698
l1_95_CrossEntropyLoss,M1024-N4096,Baseline Triton1,0.060698
l1_95_CrossEntropyLoss,M4000-N4000,Baseline Triton1,0.17298
l1_95_CrossEntropyLoss,M4000-N4000,Baseline Triton1,0.173047
l1_95_CrossEntropyLoss,M2**14-N2**14,Baseline Triton1,1.029668
l1_95_CrossEntropyLoss,M256-N256,Baseline Triton2,0.048157
l1_95_CrossEntropyLoss,M512-N512,Baseline Triton2,0.050047
l1_95_CrossEntropyLoss,M512-N1024,Baseline Triton2,0.051941
l1_95_CrossEntropyLoss,M1024-N2048,Baseline Triton2,0.060495
l1_95_CrossEntropyLoss,M1024-N4096,Baseline Triton2,0.060896
l1_95_CrossEntropyLoss,M4000-N4000,Baseline Triton2,0.173093
l1_95_CrossEntropyLoss,M4000-N4000,Baseline Triton2,0.172926
l1_95_CrossEntropyLoss,M2**14-N2**14,Baseline Triton2,1.029945
l1_95_CrossEntropyLoss,M256-N256,Optimized Triton,0.048028
l1_95_CrossEntropyLoss,M512-N512,Optimized Triton,0.045429
l1_95_CrossEntropyLoss,M512-N1024,Optimized Triton,0.046024
l1_95_CrossEntropyLoss,M1024-N2048,Optimized Triton,0.046761
l1_95_CrossEntropyLoss,M1024-N4096,Optimized Triton,0.046943
l1_95_CrossEntropyLoss,M4000-N4000,Optimized Triton,0.092982
l1_95_CrossEntropyLoss,M4000-N4000,Optimized Triton,0.09293
l1_95_CrossEntropyLoss,M2**14-N2**14,Optimized Triton,0.905632
l1_96_HuberLoss,small_single,Reference (PyTorch/ACL),0.008165
l1_96_HuberLoss,direct_1m,Reference (PyTorch/ACL),0.007595
l1_96_HuberLoss,persistent_1g,Reference (PyTorch/ACL),5.287467
l1_96_HuberLoss,small_single,Baseline Triton1,0.0251
l1_96_HuberLoss,direct_1m,Baseline Triton1,0.02183
l1_96_HuberLoss,persistent_1g,Baseline Triton1,inf
l1_96_HuberLoss,small_single,Baseline Triton2,0.03983
l1_96_HuberLoss,direct_1m,Baseline Triton2,0.054041
l1_96_HuberLoss,persistent_1g,Baseline Triton2,6.294936
l1_96_HuberLoss,small_single,Optimized Triton,0.009871
l1_96_HuberLoss,direct_1m,Optimized Triton,0.008988
l1_96_HuberLoss,persistent_1g,Optimized Triton,5.312604
l1_97_CosineSimilarityLoss,small_4x128,Reference (PyTorch/ACL),0.022747
l1_97_CosineSimilarityLoss,irregular_129x1000,Reference (PyTorch/ACL),0.03651
l1_97_CosineSimilarityLoss,exact_128x4096,Reference (PyTorch/ACL),0.04407
l1_97_CosineSimilarityLoss,small_4x128,Baseline Triton1,0.00415
l1_97_CosineSimilarityLoss,irregular_129x1000,Baseline Triton1,0.009404
l1_97_CosineSimilarityLoss,exact_128x4096,Baseline Triton1,0.012052
l1_97_CosineSimilarityLoss,small_4x128,Baseline Triton2,0.00411
l1_97_CosineSimilarityLoss,irregular_129x1000,Baseline Triton2,0.006385
l1_97_CosineSimilarityLoss,exact_128x4096,Baseline Triton2,0.010857
l1_97_CosineSimilarityLoss,small_4x128,Optimized Triton,0.004162
l1_97_CosineSimilarityLoss,irregular_129x1000,Optimized Triton,0.009424
l1_97_CosineSimilarityLoss,exact_128x4096,Optimized Triton,0.012005
l1_98_KLDivLoss,small_8x256,Reference (PyTorch/ACL),0.011939
l1_98_KLDivLoss,medium_128x4096,Reference (PyTorch/ACL),0.021714
l1_98_KLDivLoss,irregular_17x3000,Reference (PyTorch/ACL),0.014882
l1_98_KLDivLoss,exact_16384x16384,Reference (PyTorch/ACL),5.946422
l1_98_KLDivLoss,small_8x256,Baseline Triton1,0.006834
l1_98_KLDivLoss,medium_128x4096,Baseline Triton1,0.014414
l1_98_KLDivLoss,irregular_17x3000,Baseline Triton1,0.008362
l1_98_KLDivLoss,exact_16384x16384,Baseline Triton1,2.145809
l1_98_KLDivLoss,small_8x256,Baseline Triton2,0.006295
l1_98_KLDivLoss,medium_128x4096,Baseline Triton2,0.01767
l1_98_KLDivLoss,irregular_17x3000,Baseline Triton2,0.012432
l1_98_KLDivLoss,exact_16384x16384,Baseline Triton2,1.648389
l1_98_KLDivLoss,small_8x256,Optimized Triton,0.002825
l1_98_KLDivLoss,medium_128x4096,Optimized Triton,0.010306
l1_98_KLDivLoss,irregular_17x3000,Optimized Triton,0.004144
l1_98_KLDivLoss,exact_16384x16384,Optimized Triton,2.136712
l1_99_TripletMarginLoss,small_atomic_8x256,Reference (PyTorch/ACL),0.023017
l1_99_TripletMarginLoss,medium_atomic_128x4096,Reference (PyTorch/ACL),0.046245
l1_99_TripletMarginLoss,irregular_atomic_17x3000,Reference (PyTorch/ACL),0.025858
l1_99_TripletMarginLoss,exact_32768x8192,Reference (PyTorch/ACL),14.874719
l1_99_TripletMarginLoss,small_atomic_8x256,Baseline Triton1,0.00497
l1_99_TripletMarginLoss,medium_atomic_128x4096,Baseline Triton1,0.018562
l1_99_TripletMarginLoss,irregular_atomic_17x3000,Baseline Triton1,0.007537
l1_99_TripletMarginLoss,exact_32768x8192,Baseline Triton1,3.97094
l1_99_TripletMarginLoss,small_atomic_8x256,Baseline Triton2,0.003991
l1_99_TripletMarginLoss,medium_atomic_128x4096,Baseline Triton2,0.013386
l1_99_TripletMarginLoss,irregular_atomic_17x3000,Baseline Triton2,0.00669
l1_99_TripletMarginLoss,exact_32768x8192,Baseline Triton2,2.09975
l1_99_TripletMarginLoss,small_atomic_8x256,Optimized Triton,0.003655
l1_99_TripletMarginLoss,medium_atomic_128x4096,Optimized Triton,0.01693
l1_99_TripletMarginLoss,irregular_atomic_17x3000,Optimized Triton,0.005052
l1_99_TripletMarginLoss,exact_32768x8192,Optimized Triton,3.964746
l1_9_Tall_skinny_matrix_multiplication_,M512_K32,Reference (PyTorch/ACL),0.003579
l1_9_Tall_skinny_matrix_multiplication_,M1024_K32,Reference (PyTorch/ACL),0.005661
l1_9_Tall_skinny_matrix_multiplication_,M2048_K32,Reference (PyTorch/ACL),0.008176
l1_9_Tall_skinny_matrix_multiplication_,M4096_K32,Reference (PyTorch/ACL),0.024912
l1_9_Tall_skinny_matrix_multiplication_,M8192_K32,Reference (PyTorch/ACL),0.09048
l1_9_Tall_skinny_matrix_multiplication_,M16384_K32,Reference (PyTorch/ACL),0.349406
l1_9_Tall_skinny_matrix_multiplication_,benchmark,Reference (PyTorch/ACL),1.45999
l1_9_Tall_skinny_matrix_multiplication_,M32768_K16,Reference (PyTorch/ACL),1.40842
l1_9_Tall_skinny_matrix_multiplication_,M32768_K48,Reference (PyTorch/ACL),1.468644
l1_9_Tall_skinny_matrix_multiplication_,M32768_K64,Reference (PyTorch/ACL),1.463019
l1_9_Tall_skinny_matrix_multiplication_,M512_K32,Baseline Triton1,0.010945
l1_9_Tall_skinny_matrix_multiplication_,M1024_K32,Baseline Triton1,0.027875
l1_9_Tall_skinny_matrix_multiplication_,M2048_K32,Baseline Triton1,0.097256
l1_9_Tall_skinny_matrix_multiplication_,M4096_K32,Baseline Triton1,0.375661
l1_9_Tall_skinny_matrix_multiplication_,M8192_K32,Baseline Triton1,inf
l1_9_Tall_skinny_matrix_multiplication_,M16384_K32,Baseline Triton1,inf
l1_9_Tall_skinny_matrix_multiplication_,benchmark,Baseline Triton1,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K16,Baseline Triton1,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K48,Baseline Triton1,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K64,Baseline Triton1,inf
l1_9_Tall_skinny_matrix_multiplication_,M512_K32,Baseline Triton2,0.008206
l1_9_Tall_skinny_matrix_multiplication_,M1024_K32,Baseline Triton2,0.021037
l1_9_Tall_skinny_matrix_multiplication_,M2048_K32,Baseline Triton2,0.074233
l1_9_Tall_skinny_matrix_multiplication_,M4096_K32,Baseline Triton2,0.287353
l1_9_Tall_skinny_matrix_multiplication_,M8192_K32,Baseline Triton2,inf
l1_9_Tall_skinny_matrix_multiplication_,M16384_K32,Baseline Triton2,inf
l1_9_Tall_skinny_matrix_multiplication_,benchmark,Baseline Triton2,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K16,Baseline Triton2,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K48,Baseline Triton2,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K64,Baseline Triton2,inf
l1_9_Tall_skinny_matrix_multiplication_,M512_K32,Optimized Triton,0.034776
l1_9_Tall_skinny_matrix_multiplication_,M1024_K32,Optimized Triton,0.131384
l1_9_Tall_skinny_matrix_multiplication_,M2048_K32,Optimized Triton,0.520135
l1_9_Tall_skinny_matrix_multiplication_,M4096_K32,Optimized Triton,2.108891
l1_9_Tall_skinny_matrix_multiplication_,M8192_K32,Optimized Triton,inf
l1_9_Tall_skinny_matrix_multiplication_,M16384_K32,Optimized Triton,inf
l1_9_Tall_skinny_matrix_multiplication_,benchmark,Optimized Triton,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K16,Optimized Triton,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K48,Optimized Triton,inf
l1_9_Tall_skinny_matrix_multiplication_,M32768_K64,Optimized Triton,inf
l2_100_ConvTranspose3d_Clamp_Min_Divide,small_B1_D4,Reference (PyTorch/ACL),0.012527
l2_100_ConvTranspose3d_Clamp_Min_Divide,medium_B2_D8,Reference (PyTorch/ACL),0.036932
l2_100_ConvTranspose3d_Clamp_Min_Divide,large_B4_D12,Reference (PyTorch/ACL),0.138519
l2_100_ConvTranspose3d_Clamp_Min_Divide,target_B16_D24,Reference (PyTorch/ACL),20.476652
l2_100_ConvTranspose3d_Clamp_Min_Divide,small_B1_D4,Baseline Triton1,0.010799
l2_100_ConvTranspose3d_Clamp_Min_Divide,medium_B2_D8,Baseline Triton1,0.033107
l2_100_ConvTranspose3d_Clamp_Min_Divide,large_B4_D12,Baseline Triton1,0.131433
l2_100_ConvTranspose3d_Clamp_Min_Divide,target_B16_D24,Baseline Triton1,inf
l2_100_ConvTranspose3d_Clamp_Min_Divide,small_B1_D4,Baseline Triton2,inf
l2_100_ConvTranspose3d_Clamp_Min_Divide,medium_B2_D8,Baseline Triton2,inf
l2_100_ConvTranspose3d_Clamp_Min_Divide,large_B4_D12,Baseline Triton2,inf
l2_100_ConvTranspose3d_Clamp_Min_Divide,target_B16_D24,Baseline Triton2,inf
l2_100_ConvTranspose3d_Clamp_Min_Divide,small_B1_D4,Optimized Triton,0.011085
l2_100_ConvTranspose3d_Clamp_Min_Divide,medium_B2_D8,Optimized Triton,0.033013
l2_100_ConvTranspose3d_Clamp_Min_Divide,large_B4_D12,Optimized Triton,0.131202
l2_100_ConvTranspose3d_Clamp_Min_Divide,target_B16_D24,Optimized Triton,16.333014
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_small,Reference (PyTorch/ACL),0.073383
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_medium,Reference (PyTorch/ACL),0.109743
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,target_persistent,Reference (PyTorch/ACL),12.613186
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_small,Baseline Triton1,0.067202
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_medium,Baseline Triton1,0.62061
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,target_persistent,Baseline Triton1,inf
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_small,Baseline Triton2,inf
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_medium,Baseline Triton2,inf
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,target_persistent,Baseline Triton2,inf
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_small,Optimized Triton,0.066515
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,direct_medium,Optimized Triton,0.109971
l2_10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh,target_persistent,Optimized Triton,12.589623
l2_12_Gemm_Multiply_LeakyReLU,small,Reference (PyTorch/ACL),0.039928
l2_12_Gemm_Multiply_LeakyReLU,irregular,Reference (PyTorch/ACL),0.102847
l2_12_Gemm_Multiply_LeakyReLU,target,Reference (PyTorch/ACL),6.425581
l2_12_Gemm_Multiply_LeakyReLU,small,Baseline Triton1,0.064827
l2_12_Gemm_Multiply_LeakyReLU,irregular,Baseline Triton1,0.170135
l2_12_Gemm_Multiply_LeakyReLU,target,Baseline Triton1,6.035031
l2_12_Gemm_Multiply_LeakyReLU,small,Baseline Triton2,0.066225
l2_12_Gemm_Multiply_LeakyReLU,irregular,Baseline Triton2,0.171918
l2_12_Gemm_Multiply_LeakyReLU,target,Baseline Triton2,6.022677
l2_12_Gemm_Multiply_LeakyReLU,small,Optimized Triton,0.038368
l2_12_Gemm_Multiply_LeakyReLU,irregular,Optimized Triton,0.102637
l2_12_Gemm_Multiply_LeakyReLU,target,Optimized Triton,6.043127
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,small_direct,Reference (PyTorch/ACL),0.001599
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,medium_direct,Reference (PyTorch/ACL),0.001953
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,target_direct,Reference (PyTorch/ACL),0.023348
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,small_direct,Baseline Triton1,inf
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,medium_direct,Baseline Triton1,inf
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,target_direct,Baseline Triton1,inf
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,small_direct,Baseline Triton2,inf
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,medium_direct,Baseline Triton2,inf
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,target_direct,Baseline Triton2,inf
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,small_direct,Optimized Triton,0.001044
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,medium_direct,Optimized Triton,0.001278
l2_13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling,target_direct,Optimized Triton,0.022468
l2_14_Gemm_Divide_Sum_Scaling,small,Reference (PyTorch/ACL),0.026292
l2_14_Gemm_Divide_Sum_Scaling,medium,Reference (PyTorch/ACL),0.787538
l2_14_Gemm_Divide_Sum_Scaling,target,Reference (PyTorch/ACL),6.406435
l2_14_Gemm_Divide_Sum_Scaling,small,Baseline Triton1,inf
l2_14_Gemm_Divide_Sum_Scaling,medium,Baseline Triton1,inf
l2_14_Gemm_Divide_Sum_Scaling,target,Baseline Triton1,inf
l2_14_Gemm_Divide_Sum_Scaling,small,Baseline Triton2,0.004609
l2_14_Gemm_Divide_Sum_Scaling,medium,Baseline Triton2,0.01797
l2_14_Gemm_Divide_Sum_Scaling,target,Baseline Triton2,0.054942
l2_14_Gemm_Divide_Sum_Scaling,small,Optimized Triton,0.005132
l2_14_Gemm_Divide_Sum_Scaling,medium,Optimized Triton,0.016015
l2_14_Gemm_Divide_Sum_Scaling,target,Optimized Triton,6.408098
l2_15_ConvTranspose3d_BatchNorm_Subtract,small_direct,Reference (PyTorch/ACL),0.021643
l2_15_ConvTranspose3d_BatchNorm_Subtract,medium_acl,Reference (PyTorch/ACL),0.062893
l2_15_ConvTranspose3d_BatchNorm_Subtract,target,Reference (PyTorch/ACL),1.724504
l2_15_ConvTranspose3d_BatchNorm_Subtract,small_direct,Baseline Triton1,0.016524
l2_15_ConvTranspose3d_BatchNorm_Subtract,medium_acl,Baseline Triton1,0.062805
l2_15_ConvTranspose3d_BatchNorm_Subtract,target,Baseline Triton1,1.885319
l2_15_ConvTranspose3d_BatchNorm_Subtract,small_direct,Baseline Triton2,0.017027
l2_15_ConvTranspose3d_BatchNorm_Subtract,medium_acl,Baseline Triton2,0.061151
l2_15_ConvTranspose3d_BatchNorm_Subtract,target,Baseline Triton2,1.736801
l2_15_ConvTranspose3d_BatchNorm_Subtract,small_direct,Optimized Triton,0.015564
l2_15_ConvTranspose3d_BatchNorm_Subtract,medium_acl,Optimized Triton,0.06248
l2_15_ConvTranspose3d_BatchNorm_Subtract,target,Optimized Triton,1.723299
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,small_direct,Reference (PyTorch/ACL),0.025225
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,medium_direct,Reference (PyTorch/ACL),0.077301
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,target_persistent,Reference (PyTorch/ACL),19.330917
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,small_direct,Baseline Triton1,0.020465
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,medium_direct,Baseline Triton1,0.070953
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,target_persistent,Baseline Triton1,inf
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,small_direct,Baseline Triton2,inf
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,medium_direct,Baseline Triton2,inf
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,target_persistent,Baseline Triton2,inf
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,small_direct,Optimized Triton,0.02047
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,medium_direct,Optimized Triton,0.071068
l2_16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling,target_persistent,Optimized Triton,13.374898
l2_17_Conv2d_InstanceNorm_Divide,tiny_16,Reference (PyTorch/ACL),0.043774
l2_17_Conv2d_InstanceNorm_Divide,small_32,Reference (PyTorch/ACL),0.106094
l2_17_Conv2d_InstanceNorm_Divide,medium_64,Reference (PyTorch/ACL),0.758092
